duration,credit,rate,residence,age,nocredit,liable,credibility,TNM_check_Status,TNM_history,TIN_purpose_A40,TIN_purpose_A41,TIN_purpose_A410,TIN_purpose_A42,TIN_purpose_A43,TIN_purpose_A44,TIN_purpose_A45,TIN_purpose_A46,TIN_purpose_A48,TIN_purpose_A49,TNM_bonds,TNM_jobex,TIN_s_status_A91,TIN_s_status_A92,TIN_s_status_A93,TIN_s_status_A94,TIN_guarantor_A101,TIN_guarantor_A102,TIN_guarantor_A103,TIN_property_A121,TIN_property_A122,TIN_property_A123,TIN_property_A124,TIN_install_A141,TIN_install_A142,TIN_install_A143,TIN_ph_A191,TIN_ph_A192,TIN_nri_A201,TIN_nri_A202,TNM_job,TIN_house_A151,TIN_house_A152,TIN_house_A153
12,707,4,2,30,2,1,1,4,3,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,3,0,1,0
12,1331,2,1,22,1,1,2,2,3,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,3,0,1,0
15,2728,4,2,35,3,1,1,2,5,0,0,0,0,1,0,0,0,0,0,5,4,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,3,0,1,0
12,1542,2,4,36,1,1,1,4,3,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
12,3527,2,3,45,1,2,1,4,3,1,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,4,0,1,0
12,3386,3,4,35,1,1,2,1,3,0,1,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,1
15,975,2,3,25,2,1,1,1,5,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
15,2221,2,4,20,1,1,1,4,3,0,0,0,1,0,0,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,1,0,0
9,1244,4,4,41,2,1,1,4,5,0,0,0,0,0,0,0,1,0,0,5,5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,2,1,0,0
12,1344,4,2,43,2,2,1,1,4,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
15,1537,4,4,50,2,1,1,2,5,0,0,0,0,1,0,0,0,0,0,5,5,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,3,0,1,0
18,3590,3,3,40,3,2,1,2,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
12,763,4,1,26,1,1,1,4,3,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,3,0,1,0
24,1469,4,4,41,1,1,1,4,3,1,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,0
12,1413,3,2,55,1,1,1,4,3,0,1,0,0,0,0,0,0,0,0,4,4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,3,0,1,0
12,1534,1,1,23,1,1,2,2,3,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,1,0,0
18,884,4,4,36,1,2,2,2,5,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,3,0,1,0
15,3594,1,2,46,2,1,1,4,4,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,2,0,1,0
24,1201,4,1,26,1,1,1,2,3,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
10,2210,2,2,25,1,1,2,4,3,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,2,1,0,0
9,1199,4,4,67,2,1,1,2,3,0,0,0,0,0,0,0,1,0,0,1,4,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,4,0,1,0
12,3016,3,1,24,1,1,1,3,3,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
15,2788,2,3,24,2,1,1,4,5,0,0,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,3,0,1,0
6,1238,4,4,36,1,2,1,4,3,0,0,0,0,0,0,0,0,1,0,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,4,0,1,0
20,4272,1,4,24,2,1,1,1,5,0,0,0,1,0,0,0,0,0,0,1,5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
12,1480,2,4,66,3,1,1,3,5,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1
24,3868,4,2,41,2,1,1,4,5,0,1,0,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,4,1,0,0
21,2745,3,2,32,2,1,1,2,5,0,0,0,1,0,0,0,0,0,0,4,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
12,1484,2,1,25,1,1,2,2,3,0,0,0,0,1,0,0,0,0,0,5,3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,3,0,1,0
15,3959,3,2,29,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,3,0,1,0
12,3017,3,1,34,1,1,1,2,3,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,4,1,0,0
9,790,4,3,66,1,1,1,2,3,0,0,0,0,1,0,0,0,0,0,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
18,4594,3,2,32,1,1,1,4,3,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
6,683,2,1,29,1,1,1,3,4,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,3,0,1,0
48,7763,4,4,42,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,4,0,0,1
18,1943,4,4,23,1,1,2,4,3,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
6,1323,2,4,28,2,2,1,3,5,1,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
6,1538,1,2,56,1,1,1,4,3,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,3,0,1,0
18,1190,2,4,55,3,2,2,1,5,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
6,1338,1,4,62,1,1,1,4,3,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
6,1204,4,1,35,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,3,1,0,0
12,797,4,3,33,1,2,2,4,5,0,0,0,0,1,0,0,0,0,0,5,5,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,1,0
18,3872,2,4,67,1,1,1,2,3,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
24,7758,2,4,29,1,1,1,2,5,0,1,0,0,0,0,0,0,0,0,4,5,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,3,1,0,0
24,1755,4,4,58,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,2,0,1,0
13,1797,3,1,28,2,1,1,1,5,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,1,0
12,2390,4,3,50,1,1,1,4,3,1,0,0,0,0,0,0,0,0,0,5,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
18,2249,4,3,30,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,4,0,1,0
48,3931,4,4,46,1,2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,3,0,0,1
14,802,4,2,27,2,1,1,4,4,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,1,0
9,3832,1,4,64,1,1,1,4,3,0,0,0,0,0,0,0,1,0,0,5,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
20,2629,2,3,29,2,1,1,2,4,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,3,0,1,0
24,3878,4,2,37,1,1,1,2,5,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
8,1164,3,4,51,2,2,1,1,5,0,0,1,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,4,0,0,1
15,1979,4,2,35,1,1,1,4,3,0,0,0,0,1,0,0,0,0,0,5,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
18,1924,4,3,27,1,1,2,2,3,0,0,0,1,0,0,0,0,0,0,5,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,1,0,0
12,2246,3,3,60,2,1,2,1,5,0,0,0,1,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
18,976,1,2,23,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,1,0
18,1345,4,3,26,1,1,2,1,3,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,3,0,1,0
36,5371,3,2,28,2,1,1,1,5,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
42,6289,2,1,33,2,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
15,1262,4,3,36,2,1,1,4,3,0,0,0,0,0,1,0,0,0,0,3,4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,3,0,1,0
12,3651,1,3,31,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
12,1860,4,2,34,2,1,1,2,5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,4,0,1,0
24,1935,4,4,31,2,1,2,2,5,0,0,0,0,0,0,0,0,0,1,1,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,3,0,1,0
36,4454,4,4,34,2,1,1,4,4,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
15,2326,2,4,27,1,1,1,2,5,0,0,0,0,0,0,0,0,0,1,3,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,3,0,1,0
12,1082,4,4,48,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,3,0,1,0
15,3343,4,2,28,1,1,1,4,5,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,1
24,3632,1,4,22,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,3,1,0,0
9,276,4,4,22,1,1,1,2,3,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,0
24,1525,4,3,34,1,2,1,4,3,1,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
24,1282,4,2,32,1,1,2,1,3,0,0,0,0,1,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,1,0
18,1940,3,4,36,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,4,0,0,1
6,3676,1,3,37,3,2,1,1,5,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,1,0,0
12,1858,4,1,22,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,1,0,0
24,8648,2,2,27,2,1,2,4,4,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,3,0,1,0
10,894,4,3,40,1,1,1,4,3,0,0,0,0,0,0,0,0,1,0,5,4,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,3,0,1,0
36,3079,4,4,36,1,1,1,4,3,1,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
24,1344,4,2,37,2,2,2,3,5,1,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,2,0,1,0
12,951,4,4,27,4,1,2,2,3,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,3,1,0,0
48,6143,4,4,58,2,1,2,1,5,0,1,0,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,1
12,4843,3,4,43,2,1,2,1,5,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,3,1,0,0
10,1546,3,2,31,1,2,1,4,3,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,2,0,1,0
48,4605,3,4,24,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,3,0,0,1
15,1316,2,2,47,2,1,1,4,5,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,2,0,1,0
6,14896,1,4,68,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,4,0,1,0
24,1851,4,2,33,2,1,1,4,5,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
30,8386,2,2,49,1,1,2,2,5,0,0,0,1,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
12,1995,4,1,27,1,1,1,2,5,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
24,2684,4,2,35,2,1,1,4,5,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
6,433,4,2,24,1,2,2,2,2,0,0,0,0,0,0,0,1,0,0,4,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,3,1,0,0
48,4844,3,2,33,1,1,2,4,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,4,1,0,0
36,2323,4,4,24,1,1,1,2,3,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,1,0,0
9,1288,3,4,48,2,2,1,1,5,0,0,0,0,0,0,1,0,0,0,2,5,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,3,0,1,0
21,2288,4,4,23,1,1,1,4,5,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,3,0,1,0
15,1053,4,2,27,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,3,0,1,0
12,2133,4,4,52,1,1,1,4,3,1,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,1
6,1543,4,2,33,1,1,1,4,3,0,0,0,1,0,0,0,0,0,0,4,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
24,3345,4,2,39,1,1,2,1,3,0,0,0,1,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,4,1,0,0
60,10366,2,4,42,1,1,1,4,3,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,4,0,1,0
21,3976,2,3,35,1,1,1,2,3,0,0,0,1,0,0,0,0,0,0,5,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
24,2197,4,4,43,2,2,1,4,5,0,1,0,0,0,0,0,0,0,0,5,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
60,14027,4,2,27,1,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,1,0
12,983,1,4,19,1,1,1,2,3,0,0,0,1,0,0,0,0,0,0,4,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,0
24,5743,2,4,24,2,1,1,2,5,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,1
9,1136,4,3,32,2,2,2,2,5,0,0,0,0,0,0,0,1,0,0,4,5,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,3,0,0,1
18,3190,2,2,24,1,1,2,1,3,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
48,18424,1,2,32,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,4,0,1,0
24,3123,4,1,27,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
12,1934,2,2,26,2,1,1,4,5,0,0,0,0,1,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,3,0,1,0
36,3349,4,2,28,1,1,2,4,3,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,4,0,1,0
15,5045,1,4,59,1,1,1,4,5,1,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
15,1514,4,2,22,1,1,1,2,3,0,0,0,0,0,0,1,0,0,0,2,3,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
15,1845,4,1,46,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,3,1,0,0
15,1264,2,2,25,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,1,0,0
6,428,2,1,49,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,1,5,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,3,0,1,0
36,12612,1,4,47,1,2,2,2,3,0,0,0,0,0,0,0,1,0,0,2,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,1
18,2779,1,3,21,1,1,1,2,3,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,1,0,0
30,4280,4,4,26,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,2,1,0,0
24,1940,4,4,60,1,1,1,4,5,1,0,0,0,0,0,0,0,0,0,4,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,3,0,1,0
24,999,4,2,25,2,1,1,4,3,0,0,0,0,1,0,0,0,0,0,5,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
13,1409,2,4,64,1,1,1,4,3,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
48,4308,3,4,24,1,1,2,1,3,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,1,0,0
15,1433,4,3,25,2,1,1,1,5,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,1,0,0
24,915,4,2,29,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,3,0,1,0
6,250,2,2,41,2,1,1,4,5,1,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,2,0,1,0
18,2238,2,1,25,2,1,1,4,5,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
15,3368,3,4,23,2,1,1,4,5,0,1,0,0,0,0,0,0,0,0,4,5,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,1,0,0
12,2762,1,2,25,1,1,2,2,3,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,3,0,1,0
18,1295,4,1,27,2,1,1,2,5,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
24,6313,3,4,41,1,2,1,4,3,0,1,0,0,0,0,0,0,0,0,5,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,4,0,1,0
24,3235,3,2,26,1,1,1,4,3,0,0,0,0,1,0,0,0,0,0,3,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,4,0,1,0
24,1967,4,4,20,1,1,1,2,3,0,0,0,0,1,0,0,0,0,0,1,5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
15,1360,4,2,31,2,1,1,4,5,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
48,6758,3,2,31,1,1,2,1,3,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
12,3499,3,2,29,2,1,2,1,5,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
12,1884,4,4,39,1,1,1,4,3,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,4,0,1,0
12,1498,4,1,23,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,3,0,1,0
24,2039,1,1,22,1,1,2,2,3,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,3,0,1,0
5,3448,1,4,74,1,1,1,4,3,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
6,1382,1,1,28,2,1,1,4,5,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
12,3331,2,4,42,1,1,1,4,5,0,0,0,1,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,3,0,1,0
12,766,4,3,66,1,1,2,2,3,0,0,0,0,1,0,0,0,0,0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
9,2134,4,4,48,3,1,1,4,5,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
24,3777,4,4,50,1,1,1,4,5,0,0,0,1,0,0,0,0,0,0,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,3,0,1,0
24,1381,4,2,35,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,5,3,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
36,2712,2,2,41,1,2,2,1,3,0,0,0,1,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,3,0,1,0
24,4057,3,3,43,1,1,2,2,3,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
30,5771,4,2,25,2,1,1,4,5,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
12,1495,4,1,38,2,2,1,4,5,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
12,674,4,1,20,1,1,2,1,3,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
24,2718,3,4,20,1,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,2,1,0,0
